,train_accuracy,train_loss,val_acc,val_loss
0,25.84856396866841,0.658701807960829,0.6333544248884374,30.909090909090907
1,60.05221932114883,0.30151199008637247,0.187796332009814,72.72727272727272
2,76.2402088772846,0.17255925205742878,0.2947720148515972,62.72727272727273
3,81.20104438642298,0.14276883000746252,0.19804215383800594,70.9090909090909
4,77.2845953002611,0.1769651045910917,0.26280341161922977,67.27272727272727
5,81.72323759791124,0.12230859265976413,0.12859603627161545,80.9090909090909
6,83.02872062663187,0.12216089838780171,0.2472186431542716,69.0909090909091
7,84.59530026109661,0.10235473801146015,0.2002180999060246,80.0
8,87.467362924282,0.10499457549273375,0.19425660024227745,76.36363636363636
9,92.95039164490862,0.0647260830154054,0.1572716345978816,80.0
10,74.1514360313316,0.21812291569641837,0.19503445821729573,76.36363636363636
11,83.28981723237598,0.11990316479658956,0.11770945533432743,80.0
12,83.02872062663187,0.14026751791494205,0.34523930363674565,69.0909090909091
13,81.72323759791124,0.14348435014250444,0.27329380618916316,64.54545454545455
14,87.72845953002611,0.0898864819685255,0.3659676669594112,64.54545454545455
15,82.50652741514361,0.1695336073384117,0.25807288807224144,66.36363636363636
16,77.02349869451697,0.1912732621236624,0.29736194383691655,60.0
17,77.80678851174936,0.17369244704582285,0.5102750302800401,59.090909090909086
18,74.93472584856397,0.1908005567269969,0.5948616669936614,30.909090909090907
19,53.002610966057446,0.3966526918443936,0.17239022282036867,71.81818181818181
20,69.71279373368147,0.2229199911280494,0.17197355875237422,77.27272727272727
21,82.50652741514361,0.1372894157580156,0.16692666228098627,77.27272727272727
22,78.06788511749347,0.16029951959366937,0.8459744602441788,41.81818181818182
23,44.64751958224544,0.5247218250138953,0.49294587156989356,39.090909090909086
24,77.2845953002611,0.17967498357415043,0.17661966849965127,77.27272727272727
25,82.76762402088774,0.12786986966867867,0.3960504366467252,64.54545454545455
26,91.90600522193212,0.0558023575748689,0.21793007279841484,76.36363636363636
27,87.20626631853787,0.09873663951665912,0.16676533831791443,79.0909090909091
28,89.03394255874674,0.09754745036031681,0.14884611622176386,83.63636363636364
29,90.6005221932115,0.07618699935033879,0.20392070857130667,72.72727272727272
30,84.07310704960837,0.1282155743937492,0.44671204259449787,54.54545454545455
